Shrt_Desc,Energ_Kcal,FA_Sat,Cholestrl
"Beef,Chuck For Stew,Ln & Fat,Choic,Ckd,Brsd",194,2.87,96
"Pork,Frsh,Loin,Cntr Loin (Roasts),Bone-In,Ln,Ckd,Rstd",194,2.932,75
"Beef,Tenderloin,Steak,Ln,1/8"" Fat,Sel,Ckd,Brld",194,2.953,83
"Beef,Comp Of Rtl Cuts,Ln,1/8"" Fat,All Grds,Ckd",194,3.108,80
"Beef,Shrt Loin,Prtrhs Steak,Ln,0"" Fat,Sel,Ckd,Brld",194,3.28,84
"Beef,Flank,Steak,Ln,0"" Fat,Choic,Ckd,Brld",194,3.452,80
"Beef,Shldr Top Blde Stk,Bnls,Ln & Fat,0"" Fat,Sel,Ckd,G",194,3.868,98
"Cracker Barrel,Macaroni N' Chs",194,4.178,18
"Pork,Frsh,Loin,Blade (Chops Or Roasts),Bone-In,Ln&Fat,Raw",194,4.27,63
"Beef,Nz,Imp,Brisket Navel End,Ln,Raw",194,4.351,53
"Dessert Topping,Pdr,1.5 Oz Prep W/1/2 Cup Milk",194,10.684,10
"Bread,Boston Brown,Canned",195,0.282,1
"Bread,Kneel Down (Navajo)",195,0.353,
"On The Border,Mexican Rice",195,0.886,0
"Morningstar Farms Brkfst Pattie,Frz,Unprep",195,1,0
"Dumpling,Potato- Or Cheese-Filled,Frz",195,1.316,4
"Chicken,Broilers Or Fryers,Drumstk,Meat Only,Ckd,Fried",195,2.13,94
"Beef,Chuck,Arm Pot Rst,Ln,0""Fat,Sel,Ckd,Brsd",195,2.194,98
"Bread Stuffing,Bread,Dry Mix,Prep",195,2.319,0
"Pork,Frsh,Loin,Sirloin (Chops),Bone-In,Ln,Ckd,Brsd",195,2.327,88
"Pork,Frsh,Loin,Cntr Loin (Chops),Bone-In,Ln,Ckd,Pan-Fried",195,2.597,78
"Chicken,Broilers Or Fryers,Thigh,Meat Only,Ckd,Stwd",195,2.71,90
"Pork,Cured,Ham,Cntr Slice,Country-Style,Ln,Raw",195,2.78,70
"Beef,Rib,Sml End (Ribs 10-12),Ln,1/8"" Fat,All Grds,Ckd,Brld",195,2.907,87
"Beef,Top Loin Filet,Bnless,Ln,1/8"" Fat,All Grds,Ckd,Grilled",195,2.987,86
"Beef,Top Loin Petite Rst,Bnlss,Ln,1/8"" Fat,All Grds,Ckd,Rstd",195,3.014,81
"Restaurant,Family Style,Sirloin Steak",195,3.143,87
"Sablefish,Raw",195,3.201,49
"Herring,Pacific,Raw",195,3.257,77
"Tempeh,Ckd",195,3.4,
"Lamb,Nz,Imp,Rack - Fully Frenched,Ln & Fat,Ckd,Fast Rstd",195,4.41,72
"Beef,Rnd,Full Cut,Ln&Fat,1/8""Fat,Choic,Raw",195,4.63,62
"Beef,Plate Steak,Bnless,Inside Skirt,Ln & Fat,0"" Fat,Choc,Rw",195,5.034,65
"Lamb,Aus,Imp,Frsh,Leg,Cntr Slice,Bone-In,Ln&Fat,1/8""Fat,Raw",195,5.813,65
"Lamb,Aus,Imp,Frsh,Foreshank,Ln&Fat,1/8""Fat,Raw",195,5.981,67
"Lemonade,Frz Conc,White",196,0.025,0
"Chestnuts,European,Raw,Peeled",196,0.235,0
"Rolls,Hamburger Or Hotdog,Red-Cal",196,0.325,0
"Worthington Wham (Roll),Frz,Unprep",196,1.6,0
"Veal,Comp Of Rtl Cuts,Ln,Ckd",196,1.84,118
"Turkey Sausage,Frsh,Ckd",196,2.266,92
"Beef,Brisket,Flat Half,Ln,1/8"" Fat,All Grds,Ckd,Brsd",196,2.274,97
"Lamb,Nz,Imp,Hind-Shank,Ln,Ckd,Brsd",196,2.361,115
"T.G.I. Friday'S, Classic Sirloin Steak (10 Oz)",196,2.451,95
"Beef,Shldr Pot Rst,Bnless,Ln,0"" Fat,All Grds,Ckd,Brsd",196,2.596,98
"Mcdonald'S,Newman'S Own Cobb Drsng",196,2.77,13
"Chicken,Broilers Or Fryers,Thigh,Meat Only,Ckd,Rotisserie,Or",196,2.866,130
"Fast Foods,Sundae,Caramel",196,2.91,16
"Beef,Nz,Imp,Oyster Blade,Ln,Ckd,Brsd",196,2.925,87
"Beef,Nz,Imp,Hind Shin,Ln & Fat,Ckd,Brsd",196,2.948,88
"Pork,Frsh,Loin,Top Loin (Chops),Bnless,Ln&Fat,Ckd,Pan-Fried",196,3.058,70
"Pork,Frsh,Loin,Top Loin (Chops),Bnless,Ln & Fat,Ckd,Brld",196,3.164,73
"Beef,Rnd,Tip Rnd,Rst,Ln & Fat,0"" Fat,Choic,Ckd,Rstd",196,3.257,80
"Beef,Chuck,Clod Rst,Ln & Fat,0"" Fat,Sel,Ckd,Rstd",196,3.349,73
"Beef,Var Meats&By-Products,Brain,Ckd,Pan-Fried",196,3.74,1995
"Beef,Shldr Top Blade Steak,Bnless,Ln,0"" Fat,All Grds,Ckd,Gri",196,3.771,95
"Usda Cmdty,Pork,Cnd",196,4.225,75
"Egg,Whl,Ckd,Fried",196,4.323,401
"Ice Creams,Breyers,All Nat Lt Mint Choc Chip",196,4.48,15
"Luncheon Meat,Pork&Chick,Minced,Cnd,Incl Spam Lite",196,4.514,75
"Beef,Chk,Und Bl Pot Rst/Stk,Bnl,Ln & Ft,0"" Ft, All Gr, Raw",196,5.726,66
"Beef,Chk Eye Cntry-Style Ribs,Bnl,Ln & Fat,0"" Fat,Sel,Raw",196,5.805,71
"Lamb,Aus,Frsh,Leg,Hindshank,Heel On,Bne-In,Ln & Fat,1/8"",Raw",196,5.862,59
"Supper Bakes Meal Kits,Herb Chick W/ Rice",197,0.532,5
"Kashi,Original Waffle",197,0.7,0
"Morningstar Farms Chik Patties,Frz,Unprep",197,0.8,0
"Egg Rolls,Chick,Refr,Htd",197,0.964,14
"Morningstar Farms Garden Veggie Nuggets,Frz,Unprep",197,1.1,1
"Morningstar Farms Chik Patties Original,Frz,Unprep",197,1.3,0
"Meatballs,Meatless",197,1.425,0
Vegetarian Meatloaf Or Patties,197,1.425,0
"Denny'S,Hash Browns",197,1.689,
"Restaurant,Family Style,Hash Browns",197,1.689,
"Chicken,Broilers Or Fryers,Breast,Meat&Skn,Ckd,Rstd",197,2.19,84
"Chicken,Broilers Or Fryers,Wing,Meat Only,Ckd,Rotisserie,Ori",197,2.223,140
"Turkey,Rtl Parts,Drumstk,Meat & Skn,Ckd,Rstd",197,2.307,120
"Game Meat,Rabbit,Domesticated,Comp Of Cuts,Ckd,Rstd",197,2.4,82
"Beef,Chuck,Mock Tender Steak,Bnless,Ln,0"" Fat,Choic,Ckd,Brsd",197,2.708,113
"Beef,Nz,Imp,Oyster Blade,Ln & Fat,Ckd,Brsd",197,3.013,87
"Shad,American,Raw",197,3.126,75
"Turkey,All Classes,Wing,Meat&Skn,Raw",197,3.28,70
"Beef,Nz,Imp,Ribs Prep,Ckd,Fast Rstd",197,3.585,69
"Chicken,Dk Meat,Thigh,Meat & Skn,W/ Added Soln,Raw",197,3.975,95
"Veal,Ground,Raw",197,5.108,49
"Cheese Sau,Prep From Recipe",197,8.034,38
"Coconut Milk,Cnd (Liq Expressed From Grated Meat&H2O)",197,18.915,0
"Gelatin Dssrt,Dry Mix,Red Cal,W/ Asprt",198,0,0
"Potatoes,Bkd,Skn Only,W/ Salt",198,0.026,0
"Potatoes,Bkd,Skn,Wo/Salt",198,0.026,0
"Wheat,Sprouted",198,0.206,0
Miso,198,1.025,0
"Supper Bakes Meal,Cheesy Chick W/ Pasta (Chick Not Included)",198,1.176,6
"Soup,Chick Broth Cubes,Dry",198,1.2,13
"Tuna,Lt,Cnd In Oil,Drnd Sol",198,1.534,18
"Tuna,Lt,Cnd In Oil,Wo/Salt,Drnd Sol",198,1.534,18
"Veal,Shldr,Blade,Ln,Ckd,Brsd",198,1.81,158
"Beef,Brisket,Flat Half,Ln,0"" Fat,Sel,Ckd,Brsd",198,2.241,102
"Beef,Loin,Tenderloin Steak,Bnless,Ln,0"" Fat,Sel,Ckd,Grilled",198,2.876,93
"Pork,Frsh,Ln,Tp Ln (Chps),Bnlss,Ln & Ft,W/Added Sln,Ckd,Brld",198,3.268,71
"Beef,Shrt Loin,T-Bone Steak,Ln,0"" Fat,Choic,Ckd,Brld",198,3.27,83
"Beef,Loin,Tenderloin Stk,Bnless,L,0"" F,All Grds,Ckd,Grilled",198,3.296,93
"Veal,Loin,Chop,Ln & Fat,Ckd,Grilled",198,3.378,79
"Beef,Ln,Top Ln Stk,Bnlss,Lip-On,Ln,1/8"" Fat,All Grds,,Grlld",198,3.435,80
"Beef,Rib,Sml End (Ribs 10-12),Ln,0""Fat,Sel,Ckd,Brld",198,3.51,80
"Pork,Frsh,Loin,Whl,Ln&Fat,Raw",198,4.36,63
"Beef,Cured,Corned Bf,Brisket,Raw",198,4.73,54
"Beef,Rnd,Bttm Rnd,Steak,Ln & Fat,1/8"" Fat,Choic,Raw",198,4.784,75
"Beef,Grass-Fed,Ground,Raw",198,5.335,62
"Beef,Plate Steak,Bnless,Outside Skirt,Ln,0"" Fat,Sel,Raw",198,5.349,69
"Cream,Sour,Cultured",198,10.14,59
"Potatoes,French Fr,Shoestrng,Salt Added In Proc,Frz,Oven-Htd",199,1.267,0
"Veal,Shldr,Whl (Arm&Bld),Ln,Ckd,Brsd",199,1.7,130
"Walrus,Meat,Raw (Alaska Native)",199,2.57,80
"Beef,Chuck Eye Steak,Bnless,Ln,0"" Fat,Sel,Ckd,Grilled",199,2.9,91
"Turkey,Dk Meat From Whl,Meat & Skn,W/ Added Soln,Ckd,Rstd",199,3.145,110
"Oyster,Eastern,Ckd,Breaded&Fried",199,3.197,71
"Beef,Ribeye Filet,Bnless,Ln,0"" Fat,All Grds,Ckd,Grilled",199,3.205,82
"Lamb,Nz,Imp,Netted Shldr,Rolled,Bnless,Ln,Ckd,Slow Rstd",199,3.262,79
"Beef,Rnd,Bttm Rnd,Rst,Ln & Fat,0"" Fat,Choic,Ckd,Rstd",199,3.366,81
"Lamb,Nz,Imp,Frz,Loin,Ln,Ckd,Brld",199,3.58,114
"Pork,Frsh,Loin,Blade (Roasts),Bnless,Ln & Fat,Ckd,Rstd",199,3.706,76
"Veal,Shldr,Blade Chop,Ln & Fat,Ckd,Grilled",199,3.715,78
"Beef,Top Loin Petite Rst/Filet,Bnls,Ln & Fat,1/8"" Fat,Chc,Rw",199,4.043,65
"Pork,Frsh,Var Meats&By-Products,Pancreas,Raw",199,4.58,193
"Poultry,Mechanically Deboned,From Backs&Necks Wo/Skn,Raw",199,4.71,104
"Beef,Rnd,Tip Rnd,Ln&Fat,1/8""Fat,Choic,Raw",199,5.04,65
"Beef,Loin,Top Sirloin Cap Stk,Bnls,Ln & Fat,1/8"" Fat,Chc,Raw",199,5.079,68
"Beef,Ln,Tp Ln Stk,Bnless,Lipon,Ln & Fat,1/8"" Fat,All Grds,Rw",199,5.491,62
"Beef,Aus,Imp,Grss-Fed, Top Loin Stk/Rst,Bnless,Ln Fat,Raw",199,5.837,46
"Cereals Rte,Sun Country,Kretschmer Tstd Wheat Bran",200,0.77,0
"Ice Crm Sndwch,Vanilla,Lt,No Sugar Added",200,0.821,21
"Morningstar Farms Mediterranean Chickpea,Frz,Unprep",200,0.9,1
"Worthington Chic-Ketts,Frz,Unprep",200,1.5,0
"Beef,Rnd,Top Rnd,Ln&Fat,0""Fat,Sel,Ckd,Brsd",200,1.92,90
"Pork,Frsh,Loin,Cntr Loin (Chops),Bone-In,Ln,Ckd,Brsd",200,2.671,81
"Beef,Shldr Pot Rst,Bnless,Ln,0"" Fat,Choic,Ckd,Brsd",200,2.835,97
"Beef,Shldr Pot Rst,Bnless,Ln & Fat,0"" Fat,Sel,Ckd,Brsd",200,2.884,98
"Beef,Tenderloin,Steak,Ln,1/8"" Fat,All Grds,Ckd,Brld",200,3.195,82
"Pork,Frsh,Loin,Top Loin (Chops),Bnless,Ln & Fat,Ckd,Brsd",200,3.218,72
"Lamb,Dom,Shldr,Arm,Ln,1/4""Fat,Choic,Ckd,Brld",200,3.42,92
Poultry Salad Sndwch Sprd,200,3.45,30
"Beef,Chuck,Top Blade,Ln & Fat,0"" Fat,Sel,Ckd,Brld",200,3.533,67
"Beef,Nz,Imp,Tenderloin,Ln,Ckd,Fast Fried",200,3.596,81
"Chicken,Cornish Game Hens,Meat&Skn,Raw",200,3.89,101
"Pork,Cured,Ham -- H2O Added,Shank,Bone-In,Ln & Fat,Htd,Rstd",200,4.371,66
"Pork,Cured,Ham W/ Nat Juices,Rump,Bone-In,Ln & Fat,Unhtd",200,4.373,67
"Cranberry Juc Cocktail,Frz Conc",201,0,0
"Chestnuts,Japanese,Rstd",201,0.118,0
"Bread,Red-Cal,Oat Bran",201,0.445,0
"Kellogg'S,Eggo,Nutri-Grain,Waffles,Lofat",201,0.8,0
"Veal,Shldr,Arm,Ln,Ckd,Brsd",201,1.49,155
"Beef,Shank Crosscuts,Ln,1/4""Fat,Choic,Ckd,Simmrd",201,2.29,78
"Chicken,Broilers Or Fryers,Lt Meat,Meat&Skn,Ckd,Stwd",201,2.8,74
"Mackerel,Pacific&Jack,Mxd Sp,Ckd,Dry Heat",201,2.881,60
"Pork,Frsh,Loin,Tenderloin,Ln&Fat,Ckd,Brld",201,2.93,94
"Beef,Rnd,Top Rnd,Steak,Ln & Fat,1/8"" Fat,Sel,Ckd,Brld",201,2.933,87
"Pork,Frsh,Comp Of Rtl Cuts (Leg,Loin,&Shldr),Ln,Ckd",201,3.092,84
"Beef,Shrt Loin,Top Loin,Steak,Ln,1/8"" Fat,Choic,Ckd,Brld",201,3.217,84
"Beef,Bttm Sirloin,Tri-Tip Rst,Ln & Fat,0"" Fat,Sel,Ckd,Rstd",201,3.595,81
"Duck,Domesticated,Meat Only,Ckd,Rstd",201,3.951,89
"Pate,Chicken Liver,Canned",201,4,391
"Lamb,Aus,Imp,Frsh,Comp Of Rtl Cuts,Ln,1/8""Fat,Ckd",201,4.048,87
"Ice Creams,Breyers,All Nat Lt French Choc",201,4.28,41
"Pork,Frsh,Loin,Cntr Loin (Chops),Bnless,Ln & Fat,Raw",201,4.413,59
"Beef,Top Sirloin,Steak,Ln & Fat,1/8"" Fat,All Grds,Raw",201,5.127,75
"Turkey,Mechanically Deboned,From Turkey Frames,Raw",201,5.31,95
"Lamb,Dom,Leg,Shank Half,Ln&Fat,1/4""Fat,Choic,Raw",201,5.8,67
"Lamb,Dom,Foreshank,Ln&Fat,1/4""Fat,Choic,Raw",201,5.83,72
"Lamb,Dom,Foreshank,Ln&Fat,1/8""Fat,Choic,Raw",201,5.83,72
"Veal,Australian,Rib,Rib Rst,Ln & Fat,Raw",201,5.886,60
"Lamb,Aus,Imp,Frsh,Leg,Shank Half,Ln&Fat,1/8""Fat,Raw",201,6.389,66
"Lamb,Nz,Imp,Frz,Leg,Whl (Shk&Sirl),Ln & Fat,1/8"" Fat,Raw",201,6.67,75
"Cheese,Cream,Low Fat",201,9.098,54
"Applebee'S,Fish,Hand Battered",202,1.613,34
"Beef,Nz,Imp,Brisket Point End,Ln,Ckd,Brsd",202,2.22,95
"Clam,Mxd Sp,Ckd,Breaded&Fried",202,2.683,61
"Duck,Yng Duckling,Dom,Wh Pekin,Brst,Meat&Skn,Bnless,Ckd,Rstd",202,2.922,136
"Beef,Loin,Tenderloin Stk,Bnless,L & F,0"" Fat,Sel,Ckd,Grilled",202,3.036,93
"Pork,Frsh,Blade,(Chops),Bnless,Ln & Fat,Ckd,Brld",202,3.28,77
"Beef,Loin,Toploinstk,Bnls,Lip Off,Ln,0"" Ft,All Grd,Ckd,Grld",202,3.413,91
"Beef,Rib,Sml End (Ribs 10-12),Ln,1/8""Fat,Choic,Ckd,Brld",202,3.445,88
"Turkey,Rtl Parts,Wing,Meat & Skn,Raw",202,3.549,84
"Beef,Rib Eye Rst,Bnless,Lip-On,Ln,1/8"" Fat,Sel,Ckd,Rstd",202,3.556,79
"Lamb,Dom,Loin,Ln,1/4""Fat,Choic,Ckd,Rstd",202,3.72,87
"Beef,Nz,Imp,Tenderloin,Ln & Fat,Ckd,Fast Fried",202,3.729,81
"Beef,Flank,Steak,Ln & Fat,0"" Fat,Choic,Ckd,Brld",202,3.84,81
"Beef,Shldr Top Blade Steak,Bnless,Ln,0"" Fat,Choic,Ckd,Grille",202,3.984,93
"Veal,Var Meats&By-Products,Tongue,Ckd,Brsd",202,4.35,238
"Veal,Sirloin,Ln&Fat,Ckd,Rstd",202,4.51,102
"Beef,Chk,Und Bl Pot Rst Or Stk,Bnl,Ln & Fat,0"" Fat, Ch, Raw",202,5.896,66
"Coconut Milk,Frz (Liq Expressed From Grated Meat&H2O)",202,18.445,0
"English Muffins,Whole-Wheat",203,0.334,0
"Bread,Reduced-Calorie,Rye",203,0.368,0
"Veal,Leg (Top Rnd),Ln,Ckd,Brsd",203,1.92,135
"Chicken,Broilers Or Fryers,Wing,Meat Only,Ckd,Rstd",203,2.26,85
"Kashi Pizza,Greek Tzatziki,Single Serve,Frz,Unprep",203,2.3,10
"Beef,Brisket,Flat Half,Ln,1/8"" Fat,Choic,Ckd,Brsd",203,2.572,97
"Herring,Atlantic,Ckd,Dry Heat",203,2.615,77
"Ground Turkey,Ckd",203,2.669,93
"Cracker Barrel,Grilled Sirloin Steak",203,3.045,87
"Beef,Comp Of Rtl Cuts,Ln,0"" Fat,All Grds,Ckd",203,3.247,90
"Beef,Chuck,Top Blade,Ln Only,To 0"" Fat,All Grds,Ckd,Brld",203,3.25,60
"Beef,Top Loin Filet,Bnless,Ln,1/8"" Fat,Choic,Ckd,Grilled",203,3.361,85
"Beef,Shrt Loin,Prtrhs Steak,Ln,1/8"" Fat,Sel,Ckd,Grilled",203,3.454,78
"Beef Comp,Ln,1/8"" Fat,Choic,Ckd",203,3.536,82
"Beef,Comp Of Rtl Cuts,Ln&Fat,0""Fat,Sel,Ckd",203,3.69,85
"Pork,Cured,Ham,Cntr Slice,Ln&Fat,Unhtd",203,4.572,54
"Lamb,Aus,Imp,Frsh,Loin,Ln&Fat,1/8""Fat,Raw",203,6.401,66
"Mcdonald'S,Premium Grilled Chick Ranch Blt Sndwch",204,1.463,38
"Veal,Sirloin,Ln,Ckd,Brsd",204,1.82,113
"Roe,Mxd Sp,Ckd,Dry Heat",204,1.866,479
"Restaurant,Italian,Chick Parmesan Wo/ Pasta",204,2.55,54
"Pork,Frsh,Loin,Sirloin (Roasts),Bone-In,Ln,Ckd,Rstd",204,2.871,89
"Turkey Sausage,Red Fat,Brown&Serve,Ckd",204,2.871,58
"Chicken,Broilers Or Fryers,Drumstk,Meat&Skn,Ckd,Stwd",204,2.91,83
"Beef,Shldr Pot Rst,Bnless,Ln & Fat,0"" Fat,All Grds,Ckd,Brsd",204,3.112,98
"Pie,Pumpkin,Prep From Recipe",204,3.171,42
"Lamb,Dom,Leg,Sirloin Half,Ln,1/4""Fat,Choic,Ckd,Rstd",204,3.28,92
"Potatoes,O'Brien,Frz,Prep",204,3.313,0
"Pork,Frsh,Loin,Whl,Ln,Ckd,Brsd",204,3.38,79
"Beef,Rnd,Top Rnd Steak,Ln & Fat,1/8"" Fat,All Grds,Ckd,Brld",204,3.415,90
"Beef,Rnd,Eye Of Rnd,Rst,Ln & Fat,1/8"" Fat,Sel,Ckd,Rstd",204,3.515,83
"Lamb,Dom,Shldr,Whl (Arm&Bld),Ln,1/4""Fat,Choic,Ckd,Rstd",204,4.08,87
"Beef,Ground,90% Ln Meat / 10% Fat,Patty,Ckd,Pan-Broiled",204,4.189,84
"Lamb,Aus,Frsh,Leg,Hindshank,Heel On,Bne-In,Ln & Ft,1/8"",Brsd",204,4.293,110
"Chicken Pot Pie,Frz Entree,Prep",204,4.365,15
"Bologna,Beef,Low Fat",204,5.464,44
"Usda Commodity,Bf,Patties (100%),Frz,Raw",204,6.333,53
"Bread,Wheat,Sprouted,Tstd",205,0,0
"Fast Foods,Submarine Sndwch,Bacon,Lettuce,& Tomato Wht Brd",205,1.917,13
"Subway,B.L.T. Sub On White Bread W/ Bacon,Lettuce & Tomato",205,1.917,13
"Beef,Rnd,Bttm Rnd,Steak,Ln,1/8"" Fat,Sel,Ckd,Brsd",205,2.216,92
"Fast Foods,Burrito,W/Bns&Chs",205,2.309,5
"Beef,Chuck,Arm Pot Rst,Ln,1/8"" Fat,Sel,Ckd,Brsd",205,2.406,103
"Beef,Brisket,Flat Half,Ln,0""Fat,All Grds,Ckd,Brsd",205,2.647,100
"Chicken,Broilers Or Fryers,Dk Meat,Meat Only,Ckd,Rstd",205,2.66,93
"Beef,Brisket,Flat Half,Ln & Fat,0"" Fat,Sel,Ckd,Brsd",205,2.666,93
"Chicken,Broilers Or Fryers,Back,Meat Only,Ckd,Rotisserie,Ori",205,3.007,123
"Mornngstr Frms Brkfst Sndwch Ssge Egg&Chs Eng Muff,Frz,Unprp",205,3.1,67
"Turkey,Back,From Whl Bird,Meat & Skn,W/ Added Soln,Rstd",205,3.205,87
"Mackerel,Atlantic,Raw",205,3.257,70
"Beef,Rib,Eye,Sml End (Ribs 10-12),Ln,0""Fat,Choic,Ckd,Brld",205,3.43,90
"Beef,Plate,Inside Skirt Steak,Ln,0"" Fat,All Grds,Ckd,Brld",205,3.85,85
"Beef,Loin,Tp Ln Stk,Bnless,Lip-On,L&F,1/8"" Fat,Choic,Raw",205,5.685,61
"Beef,Chk Eye Cntry-Style Ribs,Bnl,Ln & Fat,0"" Fat,All Gr,Raw",205,6.154,70
"Papaya,Cnd,Hvy Syrup,Drnd",206,0.268,
"Fish,Salmon,Red,(Sockeye),Cnd,Smoked (Alaska Native)",206,1.48,93
"Beef,Rnd,Bttm Rnd,Steak,Ln,0"" Fat,Sel,Ckd,Brsd",206,2.198,91
"Salmon,Atlantic,Farmed,Ckd,Dry Heat",206,2.397,63
"Game Meat,Rabbit,Domesticated,Comp Of Cuts,Ckd,Stwd",206,2.51,86
"Turkey,Back,From Whl Bird,Meat & Skn,W/ Added Soln,Raw",206,2.73,84
"Chicken,Broiler,Rotisserie,Bbq,Drumstk Meat & Skn",206,2.855,149
"Turkey,Dk Meat From Whl,Meat & Skn,Ckd,Rstd",206,2.93,134
"Fast Foods,Burrito,W/Bns",206,3.174,2
"Pork,Frsh,Loin,Cntr Rib (Roasts),Bone-In,Ln,Ckd,Rstd",206,3.254,78
"Beef,Comp Of Rtl Cuts,Ln,0""Fat,Choic,Ckd",206,3.374,89
"Lamb,Dom,Comp Of Rtl Cuts,Ln,1/4""Fat,Choic,Ckd",206,3.4,92
"Beef,Top Sirloin,Steak,Ln & Fat,0"" Fat,Sel,Ckd,Brld",206,3.417,87
"Beef,Tenderloin,Steak,Ln,1/8"" Fat,Choic,Ckd,Brld",206,3.465,85
"Beef,Top Loin Petite Rst,Bnless,Ln,1/8"" Fat,Choic,Ckd,Rstd",206,3.498,79
"Carrabba'S Italian Grill,Chick Parmesan Wo/ Cavatappi Pasta",206,3.517,67
"Beef,Shrt Ln,T-Bone Stk,Bone-In,Ln,1/8"" Fat,Sel,Ckd,Grilled",206,3.648,83
"Lamb,Nz,Imp,Frz,Comp Of Rtl Cuts,Ln,Ckd",206,3.86,109
"Fast Foods,Cheeseburger; Single,Lrg Patty; W/ Condmnt & Veg",206,3.893,34
"Fast Foods,Taco W/ Bf,Chs & Lettuce,Soft",206,4.155,25
"Taco Bell,Soft Taco W/ Bf,Chs & Lettuce",206,4.155,25
"Beef,Rib Eye Steak,Bnless,Lip Off,Ln,0"" Fat,All Grds,Ckd,Gri",206,4.2,79
"Beef,Plate Steak,Bnless,Outside Skirt,Ln,0"" Fat,All Grds,Raw",206,5.618,69
"Lamb,Nz,Imp,Leg Chop/Steak,Bone-In,Ln & Fat,Raw",206,5.902,67
"Beef,Au,Imp,Wgu,Tdln Stk/Rst,Bnles,Ln & Fat, Mrb Scr 4/5,Raw",206,6.105,60
"Cereals Rte,General Mills,Fiber One Bran Crl",207,0.4,0
"Bread,Red-Cal,White",207,0.549,0
"Breadfruit Seeds,Roasted",207,0.729,0
"Beef,Rnd,Top Rnd,Ln,0""Fat,Choic,Ckd,Brsd",207,1.99,90
"Ground Turkey,93% Ln,7% Fat,Patties,Brld",207,2.958,106
"Beef,Shldr Pot Rst,Bnless,Ln & Fat,0"" Fat,Choic,Ckd,Brsd",207,3.264,98
"Beef,Loin,Toploinstk,Bnls,Lip Off,Ln Fat,0"" Ft,Sel,Ckd,Grld",207,3.667,85
"Beef,Chuck,Clod Rst,Ln & Fat,0"" Fat,All Grds,Ckd,Rstd",207,3.904,69
"Beef,Rib Eye Stk,Bnles,Lip-On,Ln,1/8"" Fat,All Grds,Ckd,Grld",207,4.2,79
"Ice Creams,Vanilla",207,6.79,44
Kellogg'S Eggo Lowfat Blueberry Nutri-Grain Waffles,208,0.41,0
"Morningstar Farms Corn Dog,Frz,Unprep",208,0.6,0
"Sardine,Atlantic,Cnd In Oil,Drnd Sol W/Bone",208,1.528,142
"Pancakes,Whole-Wheat,Dry Mix,Incomplete,Prep",208,1.749,61
"Pork,Frsh,Loin,Cntr Rib (Chops),Bone-In,Ln,Ckd,Brsd",208,2.389,79
"Chicken,Broilers Or Fryers,Leg,Meat Only,Ckd,Fried",208,2.49,99
"Turkey,Lt Or Dk Meat,Smoked,Ckd,W/Skn,Bone Removed",208,2.831,82
"Beef,Nz,Imp,Chuck Eye Roll,Ln,Ckd,Brsd",208,2.894,98
"Salmon,Atlantic,Farmed,Raw",208,3.05,55
"Turkey,Drumstk,Smoked,Ckd,W/Skn,Bone Removed",208,3.054,85
"Turkey,All Classes,Leg,Meat&Skn,Ckd,Rstd",208,3.06,85
"Beef,Nz,Imp,Flank,Ln & Fat,Ckd,Brsd",208,3.566,78
"Beef,Ribeye Filet,Bnless,Ln,0"" Fat,Choic,Ckd,Grilled",208,3.616,82
"Beef,Rnd,Eye Of Rnd,Rst,Ln & Fat,1/8"" Fat,All Grds,Ckd,Rstd",208,3.664,84
"Beef,Lon,Tp Lon Stk,Bnlss,Lip-On,Ln,1/8"" Fat,Chc,Ckd,Grilld",208,3.917,80
"Lamb,Nz,Imp,Loin Chop,Ln,Ckd,Fast Fried",208,4.039,85
"Lamb,Nz,Imp,Tun-Bnd Lg,Chmp Off,Shnk Off,L & F,Ckd,Sl Rstd",208,4.788,79
"Beef,Shrt Loin,Prtrhs Steak,Ln&Fat,1/8""Fat,Sel,Raw",208,5.696,60
"Veal,Breast,Whl,Bnless,Ln&Fat,Raw",208,5.896,71
"Beef,Rib Eye Steak,Bnless,Lip Off,Ln & Fat,0"" Fat,Sel,Raw",208,6.29,61
"Lamb,Aus,Imp,Frsh,Leg,Sirl Chops,Bnless,Ln&Fat,1/8""Fat,Raw",208,6.898,66
"Sour Crm,Imitn,Cultured",208,17.791,0
"Sweet Potatoes,French Fr,Crosscut,Frz,Unprep",209,0.93,0
"Worthington Fripats,Frz,Unprep",209,1.4,2
"Loma Linda Linketts,Cnd,Unprep",209,1.6,0
"Beef,Rnd,Top Rnd,Ln&Fat,0""Fat,All Grds,Ckd,Brsd",209,2.25,90
"Taco Bell,Bean Burrito",209,2.309,5
"Fish,Salmon,King,W/ Skn,Kippered,(Alaska Native)",209,2.44,67
"Lamb,Nz,Imp,Fore-Shank,Ln,Ckd,Brsd",209,2.631,115
"Chicken,Broilers Or Fryers,Back,Meat Only,Ckd,Stwd",209,3.04,85
"Pork,Frsh,Leg (Ham),Rump Half,Ln&Fat,Ckd,Rstd",209,3.369,85
"Pork,Frsh,Loin,Whl,Ln,Ckd,Rstd",209,3.51,81
"Pork,Frsh,Loin,Cntr Loin (Chops),Bone-In,Ln&Fat,Ckd,Brld",209,3.518,84
"Beef,Ground,93% Ln Meat / 7% Fat,Crumbles,Ckd,Pan-Browned",209,3.897,89
