Shrt_Desc,Energ_Kcal,FA_Sat,Cholestrl
"Cabbage,Savoy,Raw",27,0.013,0
"Kohlrabi,Raw",27,0.013,0
"Beet Grns,Ckd,Bld,Drnd,W/Salt",27,0.031,0
"Beet Grns,Ckd,Bld,Drnd,Wo/Salt",27,0.031,0
"Peppers,Sweet,Yellow,Raw",27,0.031,0
"Pepper,Banana,Raw",27,0.048,0
"Squash,Wntr,Spaghetti,Ckd,Bld,Drnd,Or Bkd,W/Salt",27,0.062,0
"Squash,Wntr,Spaghetti,Ckd,Bld,Drnd,Or Bkd,Wo/Salt",27,0.062,0
"Bamboo Shoots,Raw",27,0.069,0
"Onions,Young Grn,Tops Only",27,0.087,0
"Peppers,Jalapeno,Cnd,Sol&Liquids",27,0.097,0
"Soup,Egg Drop,Chinese Restaurant",27,0.166,23
"Whey,Sweet,Fluid",27,0.23,2
"Soymilk (All Flavors),Nonfat,W/ Added Ca,Vitamins A & D",28,0,0
"Onions,Frz,Whl,Ckd,Bld,Drnd,Wo/Salt",28,0.009,0
"Beets,Cnd,No Salt,Sol&Liquids",28,0.011,0
"Turnips,Raw",28,0.011,0
"Cabbage,Mustard,Salted",28,0.013,0
"Onions,Frz,Chopd,Ckd,Bld,Drnd,Wo/Salt",28,0.016,0
"Broccoli,Frz,Chopd,Ckd,Bld,Drnd,W/Salt",28,0.018,0
"Broccoli,Frz,Chopd,Ckd,Bld,Drnd,Wo/Salt",28,0.018,0
"Broccoli,Frz,Spears,Ckd,Bld,Drnd,W/Salt",28,0.018,0
"Broccoli,Frz,Spears,Ckd,Bld,Drnd,Wo/Salt",28,0.018,0
"Melons,Casaba,Raw",28,0.025,0
"Vegetable Smoothie,Naked Juc,Kale Blazer",28,0.027,0
"Peppers,Swt,Grn,Ckd,Bld,Drnd,Wo/Salt",28,0.029,0
"Peppers,Swt,Red,Ckd,Bld,Drnd,Wo/Salt",28,0.029,0
"Beans,Snap,Grn,Frz,Ckd,Bld,Drnd Wo/Salt",28,0.044,0
"Beans,Snap,Grn,Frz,Ckd,Bld,Drnd,W/Salt",28,0.044,0
"Beans,Snap,Yel,Frz,Ckd,Bld,Drnd,W/Salt",28,0.044,0
"Beans,Snap,Yel,Frz,Ckd,Bld,Drnd,Wo/Salt",28,0.044,0
"Kale,Ckd,Bld,Drnd,W/Salt",28,0.052,0
"Kale,Ckd,Bld,Drnd,Wo/Salt",28,0.052,0
"Kale,Scotch,Ckd,Bld,Drnd,W/Salt",28,0.053,0
"Kale,Scotch,Ckd,Bld,Drnd,Wo/Salt",28,0.053,0
"Broccoli,Flower Clusters,Raw",28,0.054,0
"Broccoli,Leaves,Raw",28,0.054,0
"Broccoli,Stalks,Raw",28,0.054,0
"Kale,Frozen,Unprepared",28,0.059,0
"Mushrooms,White,Ckd,Bld,Drnd,W/ Salt",28,0.061,0
"Mushrooms,White,Ckd,Bld,Drnd,Wo/ Salt",28,0.061,0
"Radishes,Hawaiian Style,Pickled",28,0.092,0
"Soup,Vegetarian Veg,Cnd,Prep W/ Eq Volume H2O",28,0.12,0
"Hearts Of Palm,Canned",28,0.13,0
"Soup,Turkey Noodle,Cnd,Prep W/ Eq Volume H2O",28,0.23,2
"Bev,Fruit Flav Drk,Red Sugar, > 3% Fruit Juc,Hi Vit C,Add Ca",29,0,0
"Beverages,Mxd Veg & Fruit Juc Drk,W/ Added Nutr",29,0,0
"Silk Lt Pln,Soymilk",29,0,0
"Pears,Cnd,H2O Pk,Sol&Liquids",29,0.002,0
"Cabbage,Red,Ckd,Bld,Drnd,W/Salt",29,0.011,0
"Cabbage,Red,Ckd,Bld,Drnd,Wo/Salt",29,0.011,0
"Kohlrabi,Ckd,Bld,Drnd,W/Salt",29,0.014,0
"Kohlrabi,Ckd,Bld,Drnd,Wo/Salt",29,0.014,0
"Onions,Frz,Chopd,Unprep",29,0.017,0
"Squash,Smmr,Zucchini,Italian Style,Cnd",29,0.023,0
"Mushrooms,Portabella,Exposed To Uv Lt,Grilled",29,0.037,
"Lemons,Raw,Without Peel",29,0.039,0
"Spinach,Frz,Chopd Or Leaf,Unprep",29,0.041,0
"Peppers,Hungarian,Raw",29,0.046,0
"Broccoli,Frz,Spears,Unprep",29,0.052,0
"Okra,Frz,Ckd,Bld,Drnd,Wo/Salt",29,0.063,0
"Mushrooms,Portabella,Grilled",29,0.064,0
"Cowpeas,Leafy Tips,Raw",29,0.066,0
"Beans,Kidney,Mature Seeds,Sprouted,Raw",29,0.072,0
"Peppers,Jalapeno,Raw",29,0.092,0
"Turnip Grns,Frz,Ckd,Bld,Drnd,W/Salt",29,0.099,0
"Turnip Grns,Frz,Ckd,Bld,Drnd,Wo/Salt",29,0.099,0
"Beverages,Cocoa Mix,W/ Asprt,Pdr,Prep W/ H2O",29,0.139,0
"Beve,Dary Drk Mix,Chc,Red Cal,W/ Asprt,Pdr,Prep W/ H2O & Ice",29,0.164,2
"Beverages,Tea,Grn,Ready To Drk,Ginseng & Honey,Swtnd",30,0,0
"Soymilk,Original & Vanilla,Lt,W/ Added Ca,Vitamins A & D",30,0.005,0
"Fruit Salad,Cnd,H2O Pk,Sol&Liquids",30,0.009,0
"Beets,Cnd,Reg Pk,Sol&Liquids",30,0.011,0
"Cabbage,Japanese Style,Frsh,Pickled",30,0.013,0
"Grapefruit,Raw,Pink & Red,Florida",30,0.014,0
"Watermelon,Raw",30,0.016,0
"Limes,Raw",30,0.022,0
"Beans,Shellie,Cnd,Sol & Liquids",30,0.023,0
"Rutabagas,Ckd,Bld,Drnd,W/Salt",30,0.029,0
"Rutabagas,Ckd,Bld,Drnd,Wo/Salt",30,0.029,0
"Mung Bns,Mature Seeds,Sprouted,Raw",30,0.046,0
"Kale,Frz,Ckd,Bld,Drnd,W/Salt",30,0.063,0
"Kale,Frz,Ckd,Bld,Drnd,Wo/Salt",30,0.063,0
"Okra,Frozen,Unprepared",30,0.065,0
"Soup,Tomato,Lo Na,W/H2O",30,0.076,0
"Squash,Wntr,Hubbard,Ckd,Bld,Mshd,W/Salt",30,0.076,0
"Squash,Wntr,Hubbard,Ckd,Bld,Mshd,Wo/Salt",30,0.076,0
"Broccoli,Chinese,Raw",30,0.116,0
"Chives,Raw",30,0.146,0
"Soup,Clam Chowder,Manhattan,Cnd,Prep W/Eq Volume H2O",30,0.149,1
"Soup,Mushroom Barley,Cnd,Prep W/ Eq Volume H2O",30,0.18,0
"Vitasoy Usa,Vitasoy Lt Vanilla Soymilk",30,0.18,0
"Campbell'S Red & White - Mcrwveable Bowls,Chick Noodle Soup",30,0.204,6
"Campbell'S Red & White - Microwaveable Bowls,Chick Rice Soup",30,0.204,2
"Soup,Turkey Veg,Cnd,Prep W/ Eq Volume H2O",30,0.37,1
"Soup,Crm Of Potato,Cnd,Prep W/ Eq Volume H2O",30,0.5,2
"Soup,Bf Mushroom,Cnd,Prep W/ Eq Volume H2O",30,0.61,3
"Pace,Pico De Gallo",31,0,0
"Vegetable Juc,Bolthouse Farms,Daily Grns",31,0.015,0
"Carambola,(Starfruit),Raw",31,0.019,0
"Cabbage,Red,Raw",31,0.021,0
"Beets,Cnd,Drnd Sol",31,0.022,0
"Beans,Snap,Yellow,Raw",31,0.026,0
"Leeks,(Bulb&Lower Leaf-Portion),Ckd,Bld,Drnd,W/Salt",31,0.027,0
"Leeks,(Bulb&Lower Leaf-Portion),Ckd,Bld,Drnd,Wo/Salt",31,0.027,0
"Peppers,Swt,Red,Raw",31,0.027,0
"Mushrooms,Maitake,Raw",31,0.03,0
"Cauliflower,Green,Raw",31,0.047,0
"Beans,Snap,Green,Raw",31,0.05,0
"Seaweed,Canadian Cultivated Emi-Tsunomata,Rehydrated",31,0.05,
"Mushrooms,Morel,Raw",31,0.065,
"Fennel,Bulb,Raw",31,0.09,0
"Squash,Wntr,Spaghetti,Raw",31,0.117,0
"Soup,Chick Broth,Cnd,Cond",31,0.31,1
"Soup,Veg Bf,Cnd,Prep W/ Eq Volume H2O",31,0.34,2
"Beverages,Cocnt Milk,Swtnd,Fort W/ Ca,Vitamins A,B12,D2",31,2.083,0
"Fruit Cocktail,Cnd,H2O Pk,Sol&Liquids",32,0.006,0
"Pineapple,Cnd,H2O Pk,Sol&Liquids",32,0.006,0
"Beverages,Coca-Cola,Powerade,Lemon-Lime Flav,Rtd",32,0.008,0
"Grapefruit,Raw,Pink&Red&White,All Areas",32,0.014,0
"Grapefruit,Raw,White,Florida",32,0.014,0
"Strawberries,Raw",32,0.015,0
"Cress,Garden,Raw",32,0.023,0
"Onions,Spring Or Scallions (Incl Tops&Bulb),Raw",32,0.032,0
"Tomatoes,Crushed,Canned",32,0.04,0
"Cauliflower,Grn,Ckd,No Salt Added",32,0.043,0
"Cauliflower,Grn,Ckd,W/ Salt",32,0.049,0
"Lambsquarters,Ckd,Bld,Drnd,W/ Salt",32,0.052,0
"Lambsquarters,Ckd,Bld,Drnd,Wo/Salt",32,0.052,0
"Collards,Raw",32,0.055,0
"Tomato Products,Cnd,Sau,W/Tomato Tidbits",32,0.055,0
"Soup,Tomato,Cnd,Prep W/Eq Volume H2O,Comm",32,0.056,0
"Peppers,Serrano,Raw",32,0.059,0
"Soup,Wonton,Chinese Restaurant",32,0.062,4
"Acerola,(West Indian Cherry),Raw",32,0.068,0
"Turnip Greens,Raw",32,0.07,0
"Stew,Pinto Bean & Hominy,Badufsuki (Hopi)",32,0.085,0
"Mushrooms,Straw,Cnd,Drnd Sol",32,0.089,0
"Tomatillos,Raw",32,0.139,0
"Campbell'S Soup On The Go,Veg W/ Mini Rnd Noodles Soup",33,0,2
"Gravy,Campbell'S,Turkey,Fat Free",33,0,8
"Silk Lt Vanilla,Soymilk",33,0,0
"Grapefruit,Raw,White,All Areas",33,0.014,0
"Okra,Raw",33,0.026,0
"Tomato Products,Cnd,Sau,Spanish Style",33,0.038,0
"Eggplant,Ckd,Bld,Drnd,W/Salt",33,0.044,0
"Beans,Snap,Yel,Frz,All Styles,Unprep",33,0.047,0
"Collards,Ckd,Bld,Drnd,W/Salt",33,0.047,0
"Collards,Ckd,Bld,Drnd,Wo/Salt",33,0.047,0
"Collards,Frz,Chopd,Unprep",33,0.048,0
"Broccoli Raab,Ckd",33,0.057,0
"Mushrooms,Oyster,Raw",33,0.062,0
"Melon Balls,Frozen",33,0.064,0
"Soup,Veg Soup,Cond,Lo Na,Prep W/ Eq Volume H2O",33,0.074,0
"Beans,Kidney,Mature Seeds,Sprouted,Ckd,Bld,Drnd,W/Salt",33,0.083,0
"Beans,Kidney,Mature Seeds,Sprouted,Ckd,Bld,Drnd,Wo/Salt",33,0.083,0
"Soup,Chick & Veg,Cnd,Rts",33,0.121,3
"Dandelion Grns,Ckd,Bld,Drnd,Wo/Salt",33,0.146,0
"Soup,Veg W/ Bf Broth,Cnd,Prep W/ Eq Volume H2O",33,0.18,1
Campbell'S Homestyle Lt Italian-Style Wedding Soup,33,0.204,4
"Silk Unswtnd,Soymilk",33,0.206,0
"Soymilk (All Flavors),Unswtnd,W/ Added Ca,Vitamins A & D",33,0.206,0
"Beverages,Carb,Ginger Ale",34,0,0
"Beverages,Carb,Tonic H2O",34,0,0
"Gravy,Campbell'S,Mushroom",34,0,8
"Gravy,Franco-American,Bf,Slow Rst,Fat Free",34,0,8
"Gravy,Franco-American,Chick,Slow Rst",34,0,8
"Gravy,Franco-American,Chick,Slow Rst,Fat Free",34,0,8
"Grapefruit Juc,White,Btld,Unswtnd,Ocean Spray",34,0.008,0
"Grapefruit Juc,White,Cnd Or Btld,Unswtnd",34,0.009,0
"Squash,Wntr,Acorn,Ckd,Bld,Mshd,W/Salt",34,0.017,0
"Squash,Wntr,Acorn,Ckd,Bld,Mshd,Wo/Salt",34,0.017,0
"Squash,Wntr,All Var,Raw",34,0.027,0
"Balsam-Pear (Bitter Gourd),Leafy Tips,Ckd,Bld,Drnd,Wo/Salt",34,0.032,0
"Spinach,Frz,Chopd Or Leaf,Ckd,Bld,Drnd,W/Salt",34,0.036,0
"Jute,Potherb,Raw",34,0.038,0
"Broccoli,Raw",34,0.039,0
"Wocas,Tuber,Ckd,Oregon,Yel Pond Lily (Klamath)",34,0.041,0
"Melons,Cantaloupe,Raw",34,0.051,0
"Milk,Nonfat,Fluid,Wo/ Added Vit A & Vit D (Fat Free Or Skim)",34,0.051,2
"Milk,Nonfat,Fluid,W/ Added Vit A & Vit D (Fat Free Or Skim)",34,0.056,2
"Okra,Frz,Ckd,Bld,Drnd,W/ Salt",34,0.063,0
"Onions,Welsh,Raw",34,0.067,0
"Soymilk,Original & Vanilla,Lt,Unswtnd,W/ Added Ca,Vit A & D",34,0.078,0
"Cowpeas,Young Pods W/Seeds,Ckd,Bld,Drnd,W/Salt",34,0.079,0
"Cowpeas,Young Pods W/Seeds,Ckd,Bld,Drnd,Wo/Salt",34,0.079,0
"Turnip Grns&Turnips,Frz,Ckd,Bld,Drnd,W/Salt",34,0.085,0
"Pumpkin,Canned,With Salt",34,0.146,0
"Pumpkin,Cnd,Wo/Salt",34,0.146,0
"Spinach,Frz,Chopd Or Leaf,Ckd,Bld,Drnd,Wo/Salt",34,0.157,0
"Campbell'S Red & White - Microwaveable Bowls,Veg Bf Soup",34,0.204,4
"Soup,Minestrone,Cnd,Prep W/ Eq Volume H2O",34,0.23,1
"Soup,Bf Noodle,Cnd,Prep W/ Eq Volume H2O",34,0.455,2
"Beverages,Lipton Brisk,Tea,Black,Rtd,Lemon",35,0,0
"Strawberries,Frz,Unswtnd",35,0.006,0
"Beverages,Tea,Inst,Lemon,Swtnd,Prep W/ H2O",35,0.008,0
"Onions,Frz,Whl,Unprep",35,0.011,0
"Tomato Products,Cnd,Sau,W/Mushrooms",35,0.017,0
"Carrots,Baby,Raw",35,0.023,0
"Carrots,Ckd,Bld,Drnd,Wo/Salt",35,0.03,0
"Carrots,Ckd,Bld,Drnd,W/Salt",35,0.037,0
"Eggplant,Ckd,Bld,Drnd,Wo/Salt",35,0.044,0
"Mushrooms,White,Microwaved",35,0.06,0
"Seaweed,Laver,Raw",35,0.061,0
"Beans,Snap,Grn,Ckd,Bld,Drnd,W/Salt",35,0.064,0
"Beans,Snap,Grn,Ckd,Bld,Drnd,Wo/Salt",35,0.064,0
"Beans,Snap,Yel,Ckd,Bld,Drnd,W/Salt",35,0.064,0
"Beans,Snap,Yel,Ckd,Bld,Drnd,Wo/Salt",35,0.064,0
"Sweet Potato Leaves,Ckd,Stmd,W/ Salt",35,0.065,0
"Broccoli,Ckd,Bld,Drnd,W/Salt",35,0.079,0
"Broccoli,Ckd,Bld,Drnd,Wo/Salt",35,0.079,0
"Turnip Grns&Turnips,Frz,Ckd,Bld,Drnd,Wo/Salt",35,0.085,0
"Milk,Fluid,Nonfat,Ca Fort (Fat Free Or Skim)",35,0.117,2
"Soup,Crm Of Asparagus,Cnd,Prep W/ Eq Volume H2O",35,0.43,2
"Soup,Clam Chowder,New England,Cnd,Prep W/ Eq Volume H2O",35,0.468,3
"Soup,Mushroom W/ Bf Stock,Cnd,Prep W/ Eq Volume H2O",35,0.64,3
"Beverages,Coffee,Ready To Drk,Vanilla,Lt,Milk Bsd,Swtnd",36,0,5
"Grapefruit,Sections,Cnd,H2O Pk,Sol&Liquids",36,0.014,0
"Cherries,Sour,Red,Cnd,H2O Pk,Sol&Liquids (Incl Usda Cmdty)",36,0.023,0
"Usda Commodity,Salsa",36,0.029,0
"Drumstick Pods,Ckd,Bld,Drnd,Wo/ Salt",36,0.031,0
"Melons,Honeydew,Raw",36,0.038,0
"Collards,Frz,Chopd,Ckd,Bld,Drnd,W/Salt",36,0.04,0
"Guava Sauce,Cooked",36,0.04,0
"Carrots,Frozen,Unprepared",36,0.047,0
"Vegetables,Mxd,Cnd,Sol&Liquids",36,0.051,0
"Collards,Frz,Chopd,Ckd,Bld,Drnd,Wo/Salt",36,0.06,0
"Brussels Sprouts,Ckd,Bld,Drnd,W/Salt",36,0.102,0
"Brussels Sprouts,Ckd,Bld,Drnd,Wo/Salt",36,0.102,0
"Parsley,Frsh",36,0.132,0
"Jellyfish,Dried,Salted",36,0.273,5
"Soup,Stock,Chick,Home-Prepared",36,0.321,3
"Smart Soup,Thai Cocnt Curry",36,0.35,0
"Campbell'S Red & White,French Onion Soup,Cond",36,0.794,4
"Soup,Crm Of Shrimp,Cnd,Prep W/ Eq Volume H2O",36,1.29,7
"Beverages,Carb,Cola,Fast-Food Cola",37,0,0
"Beverages,V8 Splash Smoothies,Peach Mango",37,0,0
"Beverages,V8 Splash Smoothies,Strawberry Banana",37,0,0
Campbell'S Homestyle Veg Medley Soup,37,0,0
"Tangerines,(Mandarin Oranges),Cnd,Juc Pk",37,0.003,0
"Beverage,Fruit Punch-Flavor Drk,Pdr,Wo/ Added Na,Prep W/ H2O",37,0.006,0
"Grapefruit,Sections,Cnd,Juc Pk,Sol&Liquids",37,0.012,0
"Grapefruit,Raw,Pink&Red,California&Arizona",37,0.014,0
"Grapefruit,Raw,White,California",37,0.014,0
"Orange Juc,Frz Conc,Unswtnd,Dil W/ 3 Volume H2O,W/ Added Ca",37,0.015,0
"Orange Juc,Frz Conc,Unswtnd,Dil W/3 Volume H2O",37,0.015,0
"Mushrooms,Enoki,Raw",37,0.02,0
"Malt Bev,Incl Non-Alcoholic Beer",37,0.024,0
"Rutabagas,Raw",37,0.027,0
"Jute,Potherb,Ckd,Bld,Drnd,W/Salt",37,0.03,0
"Jute,Potherb,Ckd,Bld,Drnd,Wo/Salt",37,0.03,0
"Drumstick Pods,Raw",37,0.033,0
"Vegetables,Mxd (Corn,Lima Bns,Peas,Grn Bns,Crrt) Cnd,No Salt",37,0.039,0
"Squash,Wntr,All Var,Ckd,Bkd,W/Salt",37,0.072,0
"Squash,Wntr,All Var,Ckd,Bkd,Wo/Salt",37,0.072,0
"Winged Bean,Immat Seeds,Ckd,Bld,Drnd,W/Salt",37,0.101,0
"Carrots,Frz,Ckd,Bld,Drnd,Wo/Salt",37,0.12,0
"Carrots,Frz,Ckd,Bld,Drnd,W/Salt",37,0.132,0
"Mori-Nu,Tofu,Silken,Lite Firm",37,0.133,0
"Milk,Nonfat,Fluid,W/ Added Nonfat Milk Sol,Vit A & Vit D",37,0.162,2
"Soup,Healthy Choic Chick & Rice Soup,Cnd",37,0.17,7
"Soup,Crm Of Celery,Cnd,Prep W/ Eq Volume H2O",37,0.58,6
"Beverages,Almond Milk,Swtnd,Vanilla Flavor,Rtd",38,0,0
"Beverages,Tea,Black,Ready To Drk,Decaffeinated",38,0,0
"Pace,Lime & Garlic Chunky Salsa",38,0,0
"Tangerines,(Mandarin Oranges),Cnd,Juc Pk,Drnd",38,0.004,0
"Beverages,Fuze,Orange Mango,Fort W/ Vitamins A,C,E,B6",38,0.007,0
"Grapefruit Juc,Pink Or Red,W/ Added Ca",38,0.014,0
"Blackberry Juc,Cnd",38,0.018,0
"Yambean (Jicama),Raw",38,0.021,0
"Tomato Products,Cnd,Puree,W/Salt",38,0.029,0
"Tomato Products,Cnd,Puree,Wo/Salt",38,0.029,0
"Peas&Carrots,Cnd,No Salt,Sol&Liquids",38,0.049,0
"Peas&Carrots,Cnd,Reg Pk,Sol&Liquids",38,0.049,0
"Artichokes,(Globe Or French),Frz,Unprep",38,0.099,0
"Mori-Nu,Tofu,Silken,Lite Ex Firm",38,0.116,0
"Winged Bns,Immat Seeds,Ckd,Bld,Drnd,Wo/Salt",38,0.181,0
"Soup,Tomato,Dry,Mix,Prep W/ H2O",38,0.286,2
"Beverages,Arizona,Tea,Rtd,Lemon",39,0,0
"Campbell'S Soup On The Go,Healthy Request Classic Tomat Soup",39,0,0
"Beverages,Fruit Juc Drk,Red Sugar,W/ Vitamin E Added",39,0.008,0
"Grapefruit Juc,White,Raw",39,0.014,0
"Grapefruit Juice,Pink,Raw",39,0.014,0
"Squash,Wntr,Butternut,Frz,Ckd,Bld,W/Salt",39,0.014,0
"Squash,Wntr,Butternut,Frz,Ckd,Bld,Wo/Salt",39,0.014,0
"Peaches,Yel,Raw",39,0.019,0
"Mushrooms,Shiitake,Stir-Fried",39,0.03,0
"Soup,Chunky Veg,Cnd,Rts",39,0.045,0
"Beans,Snap,Grn,Frz,All Styles,Unprep",39,0.047,0
"Soup,Hot & Sour,Chinese Restaurant",39,0.229,21
"Gravy,Heinz Home Style,Savory Bf",39,0.4,2
"Soup,Crm Of Mushroom,Cnd,Prep W/ Eq Volume H2O",39,0.472,0
"Beverages,Carb,Sprite,Lemon-Lime,Wo/ Caffeine",40,0,0
"Beverages,Malt Liquor Bev",40,0,0
"Pace,Enchilada Sau",40,0,0
"Smart Soup,Greek Minestrone",40,0,0
"Lemonade,Frz Conc,White,Prep W/H2O",40,0.006,0
"Tree Fern,Ckd,Wo/Salt",40,0.009,0
"Squash,Wntr,Butternut,Ckd,Bkd,W/Salt",40,0.019,0
"Squash,Wntr,Butternut,Ckd,Bkd,Wo/Salt",40,0.019,0
"Peppers,Hot Chili,Grn,Raw",40,0.021,0
"Squash,Winter,Acorn,Raw",40,0.021,0
"Carrot Juice,Canned",40,0.027,0
"Grapes,Cnd,Thompson Seedless,H2O Pk,Sol&Liquids",40,0.035,0
"Onions,Raw",40,0.042,0
"Peppers,Hot Chili,Red,Raw",40,0.042,0
"Peas,Edible-Podded,Ckd,Bld,Drnd,W/Salt",40,0.044,0
"Beans,Snap,Grn,Frz,All Styles,Microwaved",40,0.047,
"Squash,Winter,Hubbard,Raw",40,0.103,0
"Soup,Chick Veg,Chunky,Red Fat,Red Na,Rts,Single Brand",40,0.121,4
"Oat Bran,Cooked",40,0.163,0
Campbell'S Homestyle Hr Chick W/ Whl Grain Pasta Soup,40,0.204,4
"Campbell'S Red & White,Beefy Mushroom Soup,Cond",40,0.397,4
"Campbell'S Red&White,Chick Won Ton Soup,Cond",40,0.397,4
"Milk,Bttrmlk,Fluid,Cultured,Lowfat",40,0.548,4
"Beverages,Carb,Cola,Wo/ Caffeine",41,0,0
"Beverages,Carb,Lemon-Lime Soda,No Caffeine",41,0,0
"Beverages,Carb,Root Beer",41,0,0
"Beverages,V8 Splash Smoothies,Tropical Colada",41,0,0
Campbell'S Homestyle Chick W/ White & Wild Rice Soup,41,0,4
Campbell'S Homestyle Minestrone Soup,41,0,0
"Plums,Cnd,Purple,H2O Pk,Sol&Liquids",41,0.001,0
"Stew/Soup,Caribou (Alaska Native)",41,0.01,
"Grapefruit Juc,White,Frz Conc,Unswtnd,Dil W/ 3 Volume H2O",41,0.019,0
"Carrots,Raw",41,0.037,0
"Sweet Potato Leaves,Ckd,Stmd,Wo/ Salt",41,0.065,0
"Prickly Pears,Raw",41,0.067,0
"Beverages,Carb,Pepper-Type,Contains Caffeine",41,0.07,0
"Brussels Sprouts,Frz,Unprep",41,0.084,0
"Tomato Products,Cnd,Sau,W/Onions,Grn Peppers,&Celery",41,0.133,0
"Milk,Nonfat,Fluid,Prot Fort,W/ Add Vit A & D (Fat Free/Skim)",41,0.162,2
"Campbell'S Chunky,Healthy Request Chick Noodle Soup",41,0.18,8
"Campbell'S Chunky Soups,Grilled Chick Veg & Pasta Soup",41,0.204,6
"Campbell'S,Chunky Micro Bowls,Old Fash Veg Bf,Rts",41,0.204,4
"Silk Pln,Soymilk",41,0.206,0
"Silk Plus Fiber,Soymilk",41,0.206,0
"Silk Plus For Bone Health,Soymilk",41,0.206,0
"Silk Vanilla,Soymilk",41,0.206,0
"Soup,Chick Noodle,Red Na,Cnd,Rts",41,0.394,4
"Soup,Healthy Choic Chick Noodle Soup,Cnd",41,0.4,5
"Campbell'S Homestyle Microwaveable Bowls,Healthy Request Ita",41,0.408,4
"Soup,Chunky Chick Noodle,Cnd,Rts",41,0.627,5
"Kefir,Lowfat,Pln,Lifeway",41,0.658,5
"Soup,Crm Of Chick,Dry,Mix,Prep W/ H2O",41,1.3,1
"Beverages,Carb,Cola,Reg",42,0,0
"Carbonated Bev,Chocolate-Flavored Soda",42,0,0
"Gravy,Campbell'S,Brown W/ Onions",42,0,0
"Gravy,Franco-American,Bf,Slow Rst",42,0,8
"Gravy,Franco-American,Turkey,Slow Rst",42,0,8
"Applesauce,Cnd,Unswtnd,W/ Vit C",42,0.008,0
"Applesauce,Cnd,Unswtnd,Wo/Added Vit C (Includes Usda Commod)",42,0.008,0
"Peaches,Cnd,Ex Lt Syrup,Sol&Liquids",42,0.011,0
"Pears,Asian,Raw",42,0.012,0
"Beverages,Fruit Punch Juc Drk,Frz Conc,Prep W/ H2O",42,0.021,0
"Grapefruit,Raw,Pink&Red,All Areas",42,0.021,0
"Tomato Products,Cnd,Sau,W/Onions",42,0.03,0
"Onions,Ckd,Bld,Drnd,W/Salt",42,0.031,0
"Peas,Edible-Podded,Raw",42,0.039,0
"Peas,Edible-Podded,Bld,Drnd,Wo/ Salt",42,0.044,0
"Peas,Edible-Podded,Frz,Unprep",42,0.058,0
"Kale,Scotch,Raw",42,0.078,0
"Celeriac,Raw",42,0.079,0
"Brussels Sprouts,Frz,Ckd,Bld,Drnd,W/Salt",42,0.081,0
"Brussels Sprouts,Frz,Ckd,Bld,Drnd,Wo/Salt",42,0.081,0
"Sweet Potato Leaves,Raw",42,0.111,0
"Taro Leaves,Raw",42,0.151,0
"Milk,Fluid,1% Fat,Wo/ Added Vit A & Vit D",42,0.633,5
"Milk,Lowfat,Fluid,1% Milkfat,W/ Added Vit A & Vitamin D",42,0.633,5
"Gravy,Campbell'S,Turkey,Microwavable",42,0.833,0
"Gravy,Campbell'S,Bf",42,0.847,8
"Gravy,Campbell'S,Bf,Microwavable",42,0.847,0
"Gravy,Campbell'S,Turkey",42,0.847,0
"Beverages,Carb,Grape Soda",43,0,0
"Beverages,Energy Drk,Red Bull",43,0,0
"Soymilk (All Flavors),Lowfat,W/ Added Ca,Vitamins A & D",43,0,0
"Beverages,Lemonade,Frz Conc,Pink,Prep W/ H2O",43,0.006,0
"Orange-Grapefruit Juc,Cnd Or Btld,Unswtnd",43,0.011,0
"Blackberries,Raw",43,0.014,0
"Tangerine Juice,Raw",43,0.024,0
"Beets,Raw",43,0.027,0
"Mulberries,Raw",43,0.027,0
"Lambsquarters,Raw",43,0.059,0
"Dill Weed,Frsh",43,0.06,0
"Brussels Sprouts,Raw",43,0.062,0
"Papayas,Raw",43,0.081,0
"Yogurt,Van Or Lem Flav,Nonfat Milk,Swtnd W/Low-Calorie Swtnr",43,0.116,2
"Yogurt,Van/Lem Flav,Nonfat Milk,W/ Lo-Cal Swtnr,Fort W/Vit D",43,0.116,2
"Cereals,Oat Bran,Qkr,Qkr/Mother'S Oat Bran,Prep W/H2O,Salt",43,0.17,0
"Cereals,Qkr,Oat Bran,Prep W/H2O,No Salt",43,0.17,0
"Vitasoy Usa Nasoya,Lite Silken Tofu",43,0.2,0
"Soymilk,Original & Vanilla,W/ Added Ca,Vitamins A & D",43,0.205,0
"Seaweed,Kelp,Raw",43,0.247,0
"Restaurant,Chinese,Veg Chow Mein,Wo/ Meat Or Noodles",43,0.293,0
"Vitasoy Usa Azumaya,Silken Tofu",43,0.3,0
"Margarine-Like,Veg Oil Sprd,Fat Free,Liq,W/ Salt",43,0.416,1
"Campbell'S Soup On The Go,Creamy Chick Soup",43,0.492,2
"Milk,Lowfat,Fluid,1% Milkfat,W/ Add Nonfat Milk Sol,Vit A/ D",43,0.604,4
"Campbell'S Soup On The Go,Cheesy Potato W/ Bacon Flavor Soup",43,0.656,3
"Radish Seeds,Sprouted,Raw",43,0.767,0
"Bev,Coca-Cola Co,Nos Engy ,Ogn,Grpe,Chery,Citr, Vit B6 & B12",44,0,0
"Campbell'S Red & White - Microwaveable Bowls,Tomato Soup",44,0,0
"Soymilk,Choc,Nonfat,W/ Added Ca,Vitamins A & D",44,0,0
